Id,SalePrice
1461,123290.85268705682
1462,154760.61540660606
1463,183360.1859213018
1464,180521.8719861845
1465,195287.37249352812
1466,184809.75430380733
1467,166983.34161524216
1468,176299.4732032152
1469,183090.32750840933
1470,122609.7324805009
1471,201358.01682403803
1472,93452.5903159769
1473,96536.99679095796
1474,151382.79577951907
1475,151622.34294199984
1476,381123.9715867042
1477,245948.12726160412
1478,302973.07278072066
1479,242355.4452598981
1480,465203.39871085243
1481,309332.6663295853
1482,206255.0924747542
1483,175411.52030206754
1484,177601.22749411382
1485,173801.04158822278
1486,193760.34025986822
1487,310328.71645343467
1488,238905.72294918925
1489,210336.7900389768
1490,193283.41800994935
1491,192547.44239353394
1492,103656.35544922606
1493,175540.17191309153
1494,297553.34824246913
1495,293202.91339955956
1496,230739.02393229853
1497,190002.5623292312
1498,153241.51228886773
1499,152835.02042341584
1500,145022.25085675824
1501,173473.71268059473
1502,165610.4310738845
1503,275513.16243705456
1504,226648.6671615392
1505,215653.61373685833
1506,179596.81483718663
1507,213271.8601688204
1508,194399.03088470743
1509,164117.39936540488
1510,152784.05559447777
1511,154138.768124797
1512,170675.5052441974
1513,153897.13444521985
1514,162478.28564259177
1515,177269.34856060508
1516,160241.55880838155
1517,148322.59891571206
1518,130369.23087589414
1519,225407.15005288715
1520,139393.83725336162
1521,147532.89592927686
1522,163478.30975434434
1523,119364.76950164356
1524,126291.27133485329
1525,123823.05187374141
1526,124899.2887387974
1527,102447.57229839466
1528,128391.83593770493
1529,143191.06935474966
1530,166227.4084291148
1531,119753.45035155177
1532,107884.4927214487
1533,140159.267490848
1534,118660.5722643432
1535,149923.8298553425
1536,117942.11915286451
1537,73701.52116168439
1538,170277.4830837298
1539,212173.0733614327
1540,103813.10118081786
1541,143794.47131107195
1542,137953.57899961068
1543,208137.911734865
1544,78937.43604823599
1545,102254.5964225631
1546,122124.99788969058
1547,133285.86577985983
1548,126899.49371324372
1549,109353.06750502536
1550,143013.5572601839
1551,117303.0991702746
1552,134467.2730693549
1553,134616.48112403206
1554,108477.6771535424
1555,162995.36648706964
1556,90611.8703824113
1557,129630.74972224003
1558,91029.56697530662
1559,99659.45364359996
1560,151987.27441900602
1561,134558.52158599268
1562,128632.14429564372
1563,126991.33342351254
1564,158846.64977324012
1565,155081.23970292107
1566,208550.37747599272
1567,80769.90444136108
1568,220651.29075348264
1569,128998.66799877449
1570,122978.80200266528
1571,126186.70571150669
1572,148880.6399909493
1573,241451.86994049195
1574,107236.94522171134
1575,210778.30907414894
1576,212064.4310600561
1577,209147.4940698693
1578,155144.7973362554
1579,140765.2211190562
1580,191899.96449395665
1581,140534.87338458566
1582,128663.09437159088
1583,323247.45645921613
1584,234495.74451627134
1585,140054.37493902116
1586,70499.04683981417
1587,104384.94277035518
1588,151732.67135484016
1589,102649.22332238329
1590,131772.9550405652
1591,105050.32187152875
1592,122123.46756129047
1593,118035.00698383941
1594,118774.80760451934
1595,106540.55263290624
1596,240457.3963023003
1597,159513.46075632246
1598,184414.3639558042
1599,200791.55842006634
1600,193020.55433025167
1601,70748.5283277473
1602,108637.32450005718
1603,84912.3921569449
1604,277734.335721959
1605,247957.04984328352
1606,170844.33065750165
1607,152779.49143700095
1608,212476.57309477992
1609,199131.92632468173
1610,158666.70472817429
1611,150198.6563043949
1612,164256.29838511054
1613,165070.18181873765
1614,122227.1108367333
1615,86210.62767060832
1616,78681.32429147403
1617,88076.07928474412
1618,127510.86597701862
1619,129252.45336762867
1620,149725.5046775502
1621,137906.69623284886
1622,151896.8319557473
1623,289399.0986030665
1624,206681.24612589416
1625,127649.28879522001
1626,172808.9338293615
1627,186705.79727016782
1628,278123.4184046183
1629,173471.55629610494
1630,334695.71535134315
1631,206229.56248185897
1632,247253.67595521265
1633,172201.61985947742
1634,181874.70106282696
1635,176242.7514325114
1636,161827.70754169175
1637,183009.63910411275
1638,214440.88375884722
1639,180797.74746421745
1640,261753.3354918852
1641,182919.0159047713
1642,221641.4267142091
1643,228584.89690189008
1644,226565.10771129536
1645,182559.11828048935
1646,153036.20000149662
1647,167201.46858000522
1648,143501.38686348934
1649,137831.6029252083
1650,121662.50388153082
1651,122717.27523590632
1652,92800.27753238076
1653,99056.84656357252
1654,154901.7624182841
1655,162732.57467898456
1656,152415.27285401197
1657,152804.41796069825
1658,152750.40669379744
1659,153275.20072513842
1660,147333.78281802224
1661,440053.4545843825
1662,372344.74991649936
1663,368493.3990649644
1664,452674.6934399082
1665,317176.20010679826
1666,334227.0808822761
1667,346645.04843182693
1668,324229.2291603271
1669,300125.55648800393
1670,333254.66033246566
1671,271590.9726751573
1672,469523.0020707832
1673,294783.128286773
1674,254081.66550185278
1675,183432.19226927494
1676,187899.90544186177
1677,217436.15592353867
1678,465993.77139035903
1679,362979.03035527945
1680,311716.0570578618
1681,257418.71217671921
1682,310869.7786239926
1683,189613.91382892075
1684,170298.66064981857
1685,174150.77460348746
1686,168161.2103337226
1687,170743.26521487682
1688,184025.28738921435
1689,189184.74982138423
1690,185437.1579043849
1691,178564.86639228236
1692,262132.4444310491
1693,170761.19645102823
1694,182146.1633342678
1695,170892.89877430862
1696,268730.3612951424
1697,171293.92714280286
1698,330883.5091825479
1699,310829.21902429074
1700,237213.4464832556
1701,255501.85394286373
1702,255752.50511109817
1703,252834.52708432102
1704,288418.8790440293
1705,224078.9786837612
1706,445350.2109451234
1707,221013.49579157907
1708,214442.24169710345
1709,284677.7718016518
1710,221361.76426757203
1711,268716.6495502172
1712,238563.7629760377
1713,261482.71234387372
1714,223289.85696387046
1715,201442.83498281933
1716,171506.77781151253
1717,166628.66742076926
1718,127257.38696632686
1719,201213.37791802976
1720,247871.58273792136
1721,166708.64512785187
1722,119861.07414889897
1723,156778.75602251268
1724,208277.97077948344
1725,224070.61300352844
1726,185735.64804341146
1727,170532.24788289118
1728,191014.92501681362
1729,164016.95765472256
1730,155739.2453160366
1731,120302.97254214012
1732,134407.01449234082
1733,126679.91333618505
1734,130252.15033981216
1735,133769.27320593677
1736,119685.32410900609
1737,337835.6903211181
1738,212607.88040934183
1739,262499.1409063409
1740,182019.83198387874
1741,174519.60518833305
1742,171691.90683372514
1743,173524.72356550294
1744,301364.6393454444
1745,235212.22909226795
1746,255532.83757381613
1747,211893.43071535436
1748,211718.30309881005
1749,163911.34153484897
1750,144837.57810038317
1751,235156.74912585696
1752,123154.27445066534
1753,145475.7869255023
1754,215500.34944911848
1755,168304.91429374667
1756,121683.99193126557
1757,118233.42142046323
1758,143838.7965818432
1759,167792.79991246684
1760,161610.4948042571
1761,157019.9304132913
1762,170585.68567870045
1763,165724.18138918094
1764,114470.31146822122
1765,168925.85078037955
1766,175562.55782537133
1767,199106.24880783292
1768,140991.20579516087
1769,171512.71070431388
1770,138666.4758731086
1771,138799.24158532068
1772,141089.32528051425
1773,141118.59360001006
1774,128525.14924694141
1775,132383.31434457272
1776,113154.40420643448
1777,115697.44226045461
1778,130507.27960620727
1779,111343.03252901224
1780,178397.4518562127
1781,134037.89050218137
1782,97200.0026789858
1783,130283.8691631123
1784,91543.41623698181
1785,115667.29894388265
1786,142079.87494943637
1787,166085.18859091468
1788,55737.33511885569
1789,93302.6359508966
1790,77771.76520706505
1791,165222.86079081177
1792,155359.01498510636
1793,131871.24780432912
1794,142153.63986843894
1795,136925.46836643008
1796,118645.78513358037
1797,109552.3167708792
1798,124645.96642119465
1799,112010.19832163479
1800,123673.07716707209
1801,124126.75478924986
1802,150672.23544683532
1803,151791.0199194487
1804,140918.14515700136
1805,135508.13777696603
1806,114288.53618674693
1807,135840.60349331656
1808,117919.67396954075
1809,120620.42875879718
1810,143711.67146175585
1811,109263.48984667253
1812,117580.04905870391
1813,122922.09111373666
1814,103782.56302359758
1815,60679.436152110924
1816,99622.20238235968
1817,118994.14274613759
1818,122196.22688422358
1819,113407.75465763836
1820,70850.39582078446
1821,117415.05788154916
1822,138874.94005495234
1823,58297.089355851924
1824,129702.86751192626
1825,125839.27364349662
1826,98489.36492847241
1827,109508.43736565179
1828,132549.95378750228
1829,109743.19671241872
1830,139197.142675174
1831,175355.95785221067
1832,103568.92261032532
1833,141886.97637719248
1834,116110.87563759282
1835,168046.02920933574
1836,120251.1794713568
1837,100282.36528326673
1838,129293.529927522
1839,83286.02491963764
1840,165562.35706243856
1841,144764.28615382581
1842,90076.34135948383
1843,138846.6106154885
1844,128024.83888138851
1845,131308.32267665892
1846,151679.6516484926
1847,140463.22354388723
1848,64250.836250973094
1849,122695.85156891364
1850,129094.60621438929
1851,148535.62509581677
1852,127152.3534182633
1853,132258.71207375787
1854,180865.64551362145
1855,144788.31466826145
1856,220768.57923451535
1857,160059.5690700627
1858,137217.51811883898
1859,121906.63242927378
1860,152611.28092563146
1861,121486.31175662398
1862,272887.85826048075
1863,269118.47779199586
1864,269118.47779199586
1865,311702.3659436117
1866,321723.1745570094
1867,240769.7857493937
1868,305399.69156679884
1869,194543.93136865244
1870,239847.4950984959
1871,254924.28013491328
1872,171492.75688640447
1873,227142.89596331344
1874,140561.63700246546
1875,202925.05851415097
1876,195373.59291537173
